q0001  00:00.0-00:30.0  Девушки отдыхают
q0159  08:57.2-08:58.9  Не будет никакой групповушки.
q0160  08:59.2-09:01.9  Слушай, я даже могу выйти из комнаты, если тебе так лучше.
q0161  09:01.9-09:03.9  Так, ладно, нет, я...
q0162  09:06.8-09:09.0  Что ж, значит, всё уложено?
q0163  09:09.3-09:09.7  Да.
q0164  09:10.0-09:11.6  Вам дать карту бесплатной парковки?
q0165  09:11.6-09:13.4  Нет, я использую сеть лифт.
q0166  09:13.8-09:15.5  И так же доберусь назад.
q0167  09:15.7-09:17.4  Давайте, вас подбросит машина Питера.
q0168  09:17.6-09:19.7  Он ей не пользуется, завтра её отправят на Оралон.
q0169  09:19.9-09:20.4  Оралон?
q0170  09:20.9-09:22.8  Да, остров, который строит Питер.
q0171  09:26.1-09:28.4  А что за красная линия?
q0172  09:28.5-09:29.9  Это линия переменной дат.
q0173  09:29.9-09:34.2  Остров строится прямо на ней, так что западная часть первой в мире встретит Новый год,
q0174  09:34.4-09:38.3  а через день все перейдут на восточную и отметят Новый год последними в мире.
q0175  09:38.7-09:41.4  Но если можно ходить, зачем тогда на острове машина?
q0176  09:41.8-09:43.9  Питер не очень любит ходить пешком.
q0177  09:45.5-09:47.5  Я попрошу ребят подогнать её ко входу.
q0178  09:48.0-09:48.6  Здорово.
q0179  09:59.9-10:03.2  Автопилот.
q0180  10:10.1-10:12.0  Укажите пункт назначения.
q0181  10:12.1-10:18.1  Здрасте. Я еду на 5230 Ньюэлл Роуд, Палуальто.
q0182  10:20.0-10:21.5  Маршрут построен.
q0183  10:21.8-10:25.8  До места назначения 4,6 мили. Пристегнитесь, пожалуйста.
q0184  10:26.1-10:26.6  Хорошо.
q0185  10:27.8-10:29.1  Удачной поездки.
q0186  10:29.9-10:34.4  С тобой?
q0187  10:35.5-10:37.4  Тара хочет переспать с тобой?
q0188  10:37.9-10:38.5  Ты уверен?
q0189  10:39.0-10:41.1  Да, Гилфейл сказал. Сам лично.
q0190  10:41.3-10:47.3  Он сказал, что Тара хочет сношаться с кем-то ещё в доме, кроме него, и этот кто-то ты, Динеш?
q0191  10:47.8-10:48.5  Да, и всё.
q0192  10:49.2-10:52.5  Смотрю, тебя это тоже смущает, но по другой причине, чем меня.
q0193  10:53.2-10:58.5  Тебе не кажется странным, что Тара хочет почудить, но предпочла тебя, мне,
q0194  10:58.5-11:00.5  Самому очевидному варианту.
q0195  11:01.1-11:02.5  Так, ясно, куда ты ведёшь.
q0196  11:02.7-11:03.7  Спасибо за помощь.
q0197  11:04.3-11:08.5  Стой, она точно сказала Динэш?
q0198  11:08.9-11:10.7  Может, Манеж, а ты не расслышал?
q0199  11:10.9-11:11.7  Может, ты и прав.
q0200  11:11.8-11:12.9  Она хочет трахать Манеж.
q0201  11:13.4-11:15.5  Стой, ты на лету перестроил индексы?
q0202  11:16.0-11:16.9  Да, конечно.
q0203  11:17.5-11:19.6  Так, а тогда это что?
q0204  11:21.0-11:22.3  Хранилище ключей.
q0205  11:24.0-11:24.8  Картежи.
q0206  11:26.0-11:27.8  Говорить английский.
q0207  11:28.5-11:34.3  И ты опять губы сжимаешь.
q0208  11:35.0-11:35.7  Неправда.
q0209  11:37.1-11:38.7  Хватит пялиться на мои губы.
q0210  11:46.1-11:47.8  Цель переназначена.
q0211  11:48.2-11:51.5  Новая цель Грегори Драйв, дом 1, Аралон.
q0212  11:52.0-11:56.8  До места назначения в 4126 миль.
q0213  11:57.0-11:57.9  Удачной поездки.
q0214  11:57.9-11:59.9  А что происходит?
q0215  12:04.2-12:05.3  Прошу прощения, что?
q0216  12:05.7-12:06.7  Мистер Автомобиль.
q0217  12:10.2-12:13.5  Эй, мы старые идём на сатанинское крещение.
q0218  12:13.7-12:14.3  Хочешь с нами?
q0219  12:14.4-12:17.0  Стю Бёрнс решил пойти с нами по пути левой руки.
q0220  12:17.5-12:20.5  Администратор баз данных из Яху станет сатанистом?
q0221  12:21.0-12:21.9  Мы повсюду.
q0222  12:21.9-12:23.9  Эй, Эрлих, ты идёшь, Динеш?
q0223  12:24.0-12:24.4  Идёт.
q0224  12:25.2-12:25.7  Идёт?
q0225  12:27.9-12:29.9  Моника слушает.
q0226  12:29.9-12:32.9  Здравствуйте, Моника. Это Джаред. Один вопрос.
q0227  12:32.9-12:37.9  Дэвид, мне сейчас некогда. Наш секретарь перепутал на Оролоне восточный и западный часовой пояс.
q0228  12:37.9-12:40.9  И куча процессов пошла на день раньше.
q0229  12:40.9-12:45.9  Питер придёт в бешенство, когда узнает. Будет делать вот так.
q0230  12:46.9-12:48.9  О, чёрт, это он звонит. Мне пора.
q0231  12:48.9-12:49.9  О, стойте, Моника, я...
q0232  12:49.9-12:51.9  Здравствуйте, Питер.
q0233  12:52.9-12:54.9  Алло, Моника?
q0234  12:54.9-12:59.0  Автомобиль. Мистер автомобиль.
q0235  12:59.6-13:02.9  Простите, Аралон это остров. Как мы туда...
q0236  13:02.9-13:05.9  О нет, нет, нет, нет, нет. Стойте, выпустите меня.
q0237  13:10.3-13:11.5  Этого ещё не хватало.
q0238  13:12.2-13:14.5  Нет, нет, прошу прощения.
q0239  13:17.1-13:20.7  Погуди, погуди. Нет, нет, нет, нет, нет.
q0240  13:20.9-13:22.9  Нет, нет, нет, пожалуйста, пожалуйста.
q0241  13:22.9-13:26.5  Ну нет, этого только не хватало.
q0242  13:27.5-13:29.5  Так, Дональд, без паники.
q0243  13:34.4-13:36.9  103 часа до конечной точки.
q0244  13:37.1-13:38.4  Вход в режим сна.
q0245  13:38.5-13:38.8  Что?
q0246  13:39.0-13:40.1  Удачной поездки.
q0247  13:40.3-13:42.0  Нет, так, без паники, без паники.
q0248  13:42.1-13:42.9  Стоп, телефон.
q0249  13:44.6-13:46.5  Нет сети, нет сети, нет сети, нет сети.
q0250  13:46.5-13:53.9  Сегодня сатанисты Лавея приветствуют Стю.
q0251  13:58.7-14:01.8  Прими в сад свой всемогущий Люцифер.
q0252  14:02.1-14:04.3  Ароматы, витающие в нём.
q0253  14:04.8-14:05.6  Испарение.
q0254  14:05.8-14:07.5  Какого хуя мы сюда припёрлись?
q0255  14:07.8-14:09.1  Ты глянь на этих уебанов.
q0256  14:22.3-14:27.8  Дыши воздухом его, брат ночи, и питай слабеющий разум его.
q0257  14:28.9-14:29.8  До меня дошло.
q0258  14:30.3-14:31.5  Все встало на свои места.
q0259  14:31.8-14:32.4  Что дошло?
q0260  14:32.5-14:35.7  Почему Тара запала на тебя, а не на меня?
q0261  14:36.5-14:38.3  Ее привлекает уродство.
q0262  14:38.3-14:39.6  Да еб твою...
q0263  14:39.6-14:41.8  Нет, ты прикинь, вот её образ жизни, да?
q0264  14:42.3-14:44.3  Её привлекает непривлекательность.
q0265  14:44.5-14:47.6  Посмотри на всех этих уродов, на Гилфилла и на себя.
q0266  14:47.9-14:50.1  Ты вредишь, я гораздо привлекательнее тебя.
q0267  14:50.3-14:52.1  А вот и нет, гораздо симпатичнее.
q0268  14:52.2-14:54.6  Как ни Мери, не можешь ты быть симпатичнее меня.
q0269  14:55.3-15:00.3  Хочешь сказать, любая женщина в мире скажет, что ты симпатичнее меня?
q0270  15:00.7-15:01.0  Да.
q0271  15:01.4-15:03.2  Разве что ёбнутая от отчаяния.
q0272  15:03.2-15:04.0  Чёрт.
q0273  15:09.6-15:12.7  У тебя там всё путём?
q0274  15:13.4-15:14.3  Да, да.
q0275  15:14.8-15:15.6  Всё путём.
q0276  15:16.0-15:20.2  У нас огромный механизм со множеством деталей.
q0277  15:20.4-15:22.9  Ты, главное, не волнуйся и делай своё облако.
q0278  15:23.3-15:24.8  Ну, если что, обращайся.
q0279  15:39.6-15:51.8  А, знаешь что, пусть тебя наняли не для этого, но у меня и правда небольшая проблемка с репликацией данных на уровне персистенции.
q0280  15:52.3-15:52.9  Подвинься.
q0281  15:54.3-15:54.6  Угу.
q0282  15:58.6-15:59.6  Ну чёрт.
q0283  16:01.5-16:03.5  Я намного красивее тебя.
q0284  16:03.5-16:06.9  Нет, у меня идеально симметричное лицо. Знаешь мою детскую кличку?
q0285  16:07.6-16:08.6  Пакистанский Дензел.
q0286  16:08.6-16:12.3  Ты вообще на него не похож. У Дензела Вошингтона прекрасная улыбка.
q0287  16:12.7-16:13.8  Ты выглядишь как говно.
q0288  16:14.0-16:16.5  Слава сатане, всё кончено.
q0289  16:16.7-16:18.6  Слава сатане, всё...
q0290  16:19.5-16:20.3  Кончено.
q0291  16:24.0-16:26.4  Что ж, спасибо, что пришли.
q0292  16:26.9-16:30.8  Брат Джейсон был столь любезен, что снабдил нас провиантом.
q0293  16:31.3-16:32.7  Сэндвичи из Чик-Филей.
q0294  16:33.3-16:35.5  Знаю, их основатель Баптист.
q0295  16:35.5-16:38.7  Но будь я проклят, если их курится непрекрасно.
q0296  16:38.9-16:41.3  Полагаю, чёмный господин нас бы понял.
q0297  16:41.9-16:49.4  И ещё напоминаю, если вы встали на парковке савона, там работает буксировщик.
q0298  16:50.6-16:55.2  Я не знаю, оригинальный Орион ты любишь или двойной, так что купил и тот, и другой.
q0299  16:56.2-16:57.6  Ну как...
q0300  16:57.6-16:59.7  Блять. Блять.
q0301  16:59.7-17:00.2  Кевин?
q0302  17:01.7-17:02.7  Ты где?
q0303  17:05.5-17:06.8  Блять, блять.
q0304  17:07.2-17:08.5  Ты что там делаешь?
q0305  17:09.1-17:09.9  Ну вот опять.
q0306  17:11.2-17:11.9  Опять.
q0307  17:12.4-17:13.2  Что опять?
q0308  17:13.4-17:14.2  Ну вот опять.
q0309  17:16.9-17:17.5  Нееет.
q0310  17:18.2-17:18.9  Что это?
q0311  17:20.3-17:22.3  Ты перезаписал схему данных?
q0312  17:23.3-17:25.4  Зачем ты это сделал? Не трогай её.
q0313  17:25.9-17:28.8  Мой шеф из Бэнков Америка сказал ровно то же самое.
q0314  17:29.2-17:31.6  Твой шеф? Я думал, ты их взломал.
q0315  17:32.1-17:32.5  Нет.
q0316  17:32.5-17:39.3  Я их консультировал по банковским сервисам и сломал им всю систему.
q0317  17:39.7-17:43.5  Семеро программистов больше недели шерстили мой код в поисках бага.
q0318  17:44.7-17:49.1  На меня согласились не подавать в суд, если я никому не скажу, что я там работал.
q0319  17:52.0-17:53.5  Ой, блядь.
q0320  17:53.7-17:54.6  Что, ой, блядь?
q0321  17:55.1-17:55.5  Я проговорился.
q0322  17:57.0-17:58.4  Теперь меня ждут проблемы.
q0323  17:59.1-17:59.7  Проблемы?
q0324  17:59.7-18:02.5  Ты расхуячил мне всю систему.
q0325  18:02.5-18:04.7  Да я тебе за это ебалов.
q0326  18:04.8-18:06.9  Мы не приносим в жертву всяких козлов.
q0327  18:07.1-18:09.1  У нас же не золотая царя какая-нибудь.
q0328  18:09.2-18:09.5  Да.
q0329  18:11.4-18:13.0  А Ричард, что с тобой?
q0330  18:15.2-18:18.2  Динеш, у нас небольшая проблемка.
q0331  18:19.1-18:23.0  Ресик зарезал нам всю платформу.
q0332  18:23.0-18:23.8  Что за хуйня?
q0333  18:24.0-18:24.3  Да.
q0334  18:25.0-18:28.8  Слой базы данных, слой приложения, даже чефовские скрипты в пизду.
q0335  18:29.0-18:31.9  Этот уёбок взломал наши скрипты, как в Банков Америка.
q0336  18:31.9-18:35.1  Он не взламывал банков Америка, он их консультировал.
q0337  18:35.5-18:37.7  И случайно навернул им систему.
q0338  18:37.9-18:38.9  А ты им тоже рассказал.
q0339  18:39.5-18:40.2  Чё за хуйня?
q0340  18:40.4-18:43.9  Ричард, зачем ты дал этому сперматозоиду доступ в DDL?
q0341  18:44.0-18:47.4  Я думал, что сперматозоид шарит лучше меня.
q0342  18:47.8-18:48.9  И ты так думал.
q0343  18:49.3-18:51.6  Все вы и ты тоже вынудили меня его нанять.
q0344  18:51.8-18:54.3  Да, Ричард, для облака. Разработать облако.
q0345  18:54.4-18:58.9  Чтобы ты занялся своим делом и писал всё то, что сперматозоид нам наебнул.
q0346  19:00.0-19:01.3  Вытаскивай эту срань оттуда.
q0347  19:01.3-19:02.3  Слышишь меня?
q0348  19:02.6-19:08.2  Из-под стола, и пусть просмотрят каждую строчку года, чтобы всё перехуячить, что ещё не дохуячено.
q0349  19:09.2-19:11.3  Зря я наелся сатанинских цыплят.
q0350  19:15.5-19:20.0  Так, а вот этот кусок ты стёр или куда-то переместил?
q0351  19:22.2-19:23.7  Ау, Кевин.
q0352  19:24.3-19:25.7  Может, не знаю.
q0353  19:26.2-19:27.6  Что? Это ещё что?
q0354  19:27.9-19:29.1  Ты чего, чувак?
q0355  19:29.1-19:32.0  Не могу сосредоточиться, Аддерал кончился.
q0356  19:33.2-19:35.7  Где этот ваш Джаред? Он мне добавки нес.
q0357  19:36.5-19:39.8  Вот это меня тоже интересует. Я не знаю, где он.
q0358  19:50.3-19:53.8  Рецепт Карвера на Аддерал. Надеюсь, ничего серьезного.
q0359  19:55.3-19:57.7  Села батарея. Вот это серьезно.
q0360  19:58.3-19:59.4  Пойду прилягу.
q0361  19:59.6-20:00.4  Что? Нет!
q0362  20:00.7-20:04.2  Ты обещал пахать 48 часов кряду, типа в этом твоя фишка.
q0363  20:04.3-20:05.9  А как я, блядь, по-твоему, это делаю?
q0364  20:06.4-20:07.0  Адерал!
q0365  20:07.3-20:08.6  Но у нас такого нет.
q0366  20:10.0-20:11.1  Как здесь ярко.
q0367  20:12.0-20:13.4  Кто сейчас пьёт Адерал?
q0368  20:14.1-20:15.9  Половина детей в Палу-Альто.
q0369  20:19.2-20:19.8  Привет.
q0370  20:19.8-20:20.3  Привет.
q0371  20:22.3-20:25.3  Есть среди вас приверженцы Адерала,
q0372  20:25.3-20:29.1  которые хотят заработать 50 долларов.
q0373  20:30.8-20:32.6  Минусы. Позор перед Гилфейлом.
q0374  20:32.7-20:33.7  Она закричит Гилфейл.
q0375  20:33.8-20:35.0  Гилфейл может спрятать камеру.
q0376  20:35.1-20:36.2  Довольная рожа Гилфейла.
q0377  20:36.5-20:38.0  Знать, что я был там, где Гилфейл.
q0378  20:38.1-20:40.3  Гилфейл знает. Можно заразиться от Гилфейла.
q0379  20:46.2-20:46.8  Плюсы.
q0380  20:47.5-20:48.1  Кончу.
q0381  20:53.3-20:54.8  Вот, блин.
q0382  20:55.3-20:59.0  С чего ты взял, что это не Аддерал? Это Аддерал.
q0383  20:59.1-21:01.6  Я знаю, как выглядит Аддерал. Это не Аддерал.
q0384  21:09.1-21:10.3  Прошу прощения.
q0385  21:11.0-21:14.6  Калев, тут, похоже, какая-то ошибка.
q0386  21:15.0-21:18.1  Ты мне продал не Аддерал.
q0387  21:29.6-21:30.2  Ай!
q0388  21:30.8-21:32.5  Ну всё, я...
q0389  21:32.5-21:33.7  Что ты сделаешь, тучонок?
q0390  21:34.1-21:35.2  Клопом позвонишь?
q0391  21:35.5-21:38.4  Скажи, что малыш надул тебя с нелегальной таблеткой?
q0392  21:38.6-21:39.7  Ты тупой лошара.
q0393  21:39.7-21:41.3  А ну съебался от тебя.
q0394  21:41.4-21:42.4  А, ты...
q0395  21:42.4-21:43.1  Бегом!
q0396  21:43.3-21:44.2  Ладно, я бегу.
q0397  21:44.2-21:45.0  Вот и беги!
q0398  22:18.8-22:25.6  Тупой.
q0399  22:28.8-22:30.0  Ричард, что с тобой?
q0400  22:32.4-22:33.7  Ты что, ревешь?
q0401  22:34.8-22:35.3  Эй!
q0402  22:36.1-22:36.8  Который?
q0403  22:37.5-22:39.0  Конфетки для церкви, значит?
q0404  22:39.1-22:41.5  Ты на кого батон накрошил, шмакозявка?
q0405  22:41.6-22:42.1  Ай!
q0406  22:43.8-22:44.8  Нет, нет!
q0407  22:44.8-22:49.7  А теперь, сука, сгорел домой и принёс мне пять таблеток Адерала,
q0408  22:49.8-22:51.1  и то я тебе глотку, сука, порежу.
q0409  22:51.2-22:51.6  Всё ясно?
q0410  22:51.9-22:54.0  Я убью твою мать, изнасилую батю,
q0411  22:54.1-22:57.1  и буду мутузить твою рожу так, что зубы полетят.
q0412  22:57.4-22:58.5  Понял, мелкий ты говню?
q0413  22:58.6-23:00.4  А теперь бегом. Пошёл, пошёл, пошёл.
q0414  23:00.5-23:01.6  Пять штук, живо.
q0415  23:01.6-23:02.6  Спасите, спасите.
q0416  23:14.8-23:17.0  Привет.
q0417  23:17.2-23:17.6  Тара.
q0418  23:19.5-23:20.6  Здравствуй.
q0419  23:21.1-23:21.4  Привет.
q0420  23:22.5-23:23.8  Во-первых...
q0421  23:23.8-23:25.8  Итак...
q0422  23:25.8-23:29.7  Я подумал об этом.
q0423  23:30.9-23:31.6  Хорошенько.
q0424  23:32.8-23:37.4  Честно говоря, детали вашего соглашения меня всё равно смущают.
q0425  23:38.8-23:43.3  Короче, у меня небогатый сексуальный опыт.
q0426  23:43.3-23:48.1  Я решил, что глупо от этого отказываться.
q0427  23:49.8-23:54.2  Так что, если Гилфейла не будет в комнате,
q0428  23:54.8-23:58.0  я проверю, что дверь заперта,
q0429  23:59.9-24:02.3  то я решил, что...
q0430  24:04.2-24:04.6  Да.
q0431  24:06.2-24:10.7  Я вступлю с тобой в интимную связь.
q0432  24:10.7-24:12.7  Тара.
q0433  24:14.7-24:15.7  Да.
q0434  24:16.7-24:18.7  А ты сейчас о чём?
q0435  24:19.7-24:21.7  Гилфайл всё рассказал.
q0436  24:22.7-24:24.7  Я знаю, что ты хочешь со мной переспать.
q0437  24:25.7-24:26.7  Гилфайл?
q0438  24:27.7-24:28.7  Не зайдёшь к нам на секундочку?
q0439  24:31.7-24:32.7  А...
q0440  24:33.7-24:36.7  Ты сказал Динешу, что я хочу с ним переспать?
q0441  24:38.7-24:39.7  Нет.
q0442  24:40.7-24:47.9  А, стой, да. Говорил, напрочь вылетела. Я был под кайфом и нес какую-то хуйню. А он поверил?
q0443  24:49.1-24:52.7  Ты предложил себя моей женщине?
q0444  24:55.2-24:56.9  Ха, потрясающе.
q0445  24:57.7-25:05.0  Господи, какой ты грубиян. Глянь, какой он милашка. Он пусечка, ты и пусечка.
