q0001  00:00.0-00:30.0  Девушки отдыхают
q0180  10:26.1-10:29.9  Вот, вот каким я хочу быть.
q0181  10:30.1-10:32.4  Как будто у меня нет азарта.
q0182  10:33.2-10:34.6  Азарта, да, именно.
q0183  10:35.0-10:37.6  Я всегда знал, что мне чего-то не хватает.
q0184  10:37.8-10:40.1  И тут мне объяснили принцип азартной игры.
q0185  10:40.5-10:44.0  И я помню, как отчётливо подумал, вот чего мне не хватает.
q0186  10:44.2-10:44.8  Азарта.
q0187  10:47.2-10:47.7  Простите.
q0188  11:26.1-11:28.4  Там ПДФ-ка, глянь.
q0189  11:28.6-11:31.5  Ну всё, кореш, мне пора. Пришли клизму ставить.
q0190  11:31.5-11:33.1  Гарри, намасте.
q0191  11:36.6-11:39.5  Члены совета директоров бегого дудочника.
q0192  11:40.1-11:43.9  Ричард Хендрикс, Питер Грегори, Эрлих Бахман?
q0193  11:45.1-11:46.3  Ё-моё.
q0194  11:48.5-11:50.5  Спящая красавица проснулась?
q0195  11:50.6-11:51.9  Да, проснулась.
q0196  11:52.8-11:53.5  Чудненько.
q0197  11:53.5-11:56.5  Я принёс подарок твоему желудку.
q0198  11:57.4-12:00.3  Предупреждаю, в апельсиновом соке водка.
q0199  12:00.7-12:02.0  Вылечить головушку.
q0200  12:03.3-12:05.5  Что конкретно вчера случилось?
q0201  12:05.8-12:07.0  С твоей точки зрения.
q0202  12:07.4-12:08.6  Мы случились, Ричард.
q0203  12:08.6-12:12.0  И что самое лучшее, мы можем пережить этот момент, когда захотим.
q0204  12:13.9-12:17.0  Мы два полушария одного мозга.
q0205  12:17.4-12:19.5  Холл, ты делаешь меня полноценным.
q0206  12:20.3-12:21.9  Никогда так не говори, понял?
q0207  12:21.9-12:23.8  Я сейчас всё говно выпью.
q0208  12:24.2-12:25.8  Йоу-йоу, не тычь мне камерой в лицо.
q0209  12:25.9-12:28.1  Да ладно, мистер, не тычь, говорю, камерой.
q0210  12:28.3-12:29.0  Главная часть.
q0211  12:29.4-12:34.8  Я прошу этого жирного красавца перед лицом бога и флорайды
q0212  12:34.8-12:41.6  и этой стрёмной кокаиновой статуи войти в совет директоров бегово-тудочника.
q0213  12:41.9-12:44.3  Да, тысячу раз да.
q0214  12:44.6-12:46.5  Он согласен, пожмём руки.
q0215  12:47.0-12:48.1  Закрепим сделку.
q0216  12:48.4-12:49.0  О, нет.
q0217  12:49.0-12:53.5  А это оставим для документалки про пегово-дудочника, которую мы когда-нибудь снимем.
q0218  12:53.7-12:55.5  Мы творим историю, партнер.
q0219  12:58.4-13:00.7  Ты оделся, как Стив Джобс?
q0220  13:01.6-13:02.5  Ой, разве?
q0221  13:03.3-13:06.3  Видимо, у нас со Стивом всегда совпадали вкусы.
q0222  13:19.0-13:23.9  Эй!
q0223  13:24.9-13:26.1  Не подбросишь?
q0224  13:26.8-13:28.1  А, можно?
q0225  13:47.1-13:47.8  Держите.
q0226  13:48.0-13:48.8  Спасибо, друг.
q0227  13:49.0-13:50.8  Простите, что не докинул.
q0228  13:51.3-13:51.8  Бурсит.
q0229  13:52.5-13:52.9  Да.
q0230  13:53.6-13:56.1  У вас тут что, типа собрание?
q0231  13:59.1-14:00.7  Нет, не совсем.
q0232  14:00.7-14:03.8  Мы все сейчас непрекаянные.
q0233  14:04.9-14:05.9  А ты сам?
q0234  14:06.2-14:07.2  Да, я тоже.
q0235  14:07.5-14:08.9  Ага, да уж.
q0236  14:09.3-14:09.7  Круто.
q0237  14:20.4-14:23.5  Да, нужно искать доверенных со стороны. Маму, например.
q0238  14:24.0-14:25.7  По мне, лучше Эрлих, чем мама.
q0239  14:26.7-14:27.8  Двуличная сука.
q0240  14:29.2-14:30.9  Пацаны, я был бухой, ясно?
q0241  14:30.9-14:35.1  Я полушуча сказал вчера Гилфейлу, что Ричард сейчас отсосёт у Эрлиха.
q0242  14:35.5-14:37.4  Но даже в этом куда больше смысла.
q0243  14:38.2-14:40.6  Ричард, можно тебя на пару слов?
q0244  14:41.2-14:42.3  О, конечно.
q0245  14:43.1-14:43.4  Да.
q0246  14:49.0-14:51.8  Он самый унылый чувак из всех, что я видел.
q0247  14:52.2-14:53.6  Я слышал, что вчера было.
q0248  14:54.1-14:57.3  И должен сказать, я слегка разочарован.
q0249  14:57.8-15:00.0  Да, я не знаю, о чём думал.
q0250  15:00.5-15:05.3  Да, а в чём причина, почему вы не взяли меня на вечеринку?
q0251  15:05.3-15:08.4  Вы не чувствуете меня частью своей компании?
q0252  15:08.7-15:08.9  Что?
q0253  15:09.5-15:11.0  А, Джаред.
q0254  15:11.4-15:14.3  Конечно нет, всё вышло спонтанно.
q0255  15:14.6-15:17.1  Мы сами идти не собирались.
q0256  15:17.7-15:18.1  Ага.
q0257  15:18.7-15:20.4  Ну и как всё прошло?
q0258  15:21.0-15:22.5  Желе в стаканчиках было?
q0259  15:23.4-15:27.3  Нет, нет, было глупо и громко.
q0260  15:27.7-15:29.1  Можно считать, себе даже повезло.
q0261  15:29.5-15:30.0  Наверное.
q0262  15:30.5-15:32.1  Я провёл прекрасный вечер.
q0263  15:32.1-15:36.5  Я поел палак панира и посмотрел документальный фильм про Либерию.
q0264  15:37.0-15:41.1  Но вдруг меня разбудили неожиданной новостью.
q0265  15:41.3-15:45.4  Ты правда хочешь сделать Эрлиха директором? Я-то тебя поддержу.
q0266  15:45.5-15:49.3  Нет, не хочу. Вообще. Я набухался.
q0267  15:50.2-15:53.9  И не знаю, как теперь быть. Что я теперь скажу Питеру Грегори?
q0268  15:54.9-15:60.0  Ну, если не подписывать документ и не относить его Питеру Грегори, ничего не случится. Что тут думать?
q0269  16:00.6-16:01.0  Правда?
q0270  16:01.9-16:03.1  Я...
q0271  16:03.1-16:04.5  Ох ты, хорошо.
q0272  16:05.0-16:06.6  Ты меня спас, Джаред.
q0273  16:06.7-16:07.2  Спасибо.
q0274  16:10.0-16:12.2  Я рад, что ты со мной.
q0275  16:12.7-16:15.5  Но не забудь, когда снова пойдёте веселиться.
q0276  16:17.3-16:20.0  Честно говоря, мы иногда забываем, что ты вообще здесь.
q0277  16:20.1-16:21.9  Пацаны, общая фотка компании!
q0278  16:22.0-16:23.0  На задний двор, бегом!
q0279  16:23.4-16:25.7  Гилфуэл, давай ближе к центру.
q0280  16:25.9-16:27.0  Ты фактурный чувак.
q0281  16:27.1-16:27.6  Не-не-не.
q0282  16:28.0-16:29.3  Динеш, не застёгивай.
q0283  16:29.3-16:32.1  Нужен придурковатый вид. Будем делать фото до.
q0284  16:32.4-16:33.7  Но ты-то в пиджаке.
q0285  16:34.3-16:37.8  Да, поскольку я гениальный маркетолог, а не задрот вроде вас.
q0286  16:38.1-16:39.3  А кроме того, я в сандалиях.
q0287  16:40.1-16:41.7  Есть во мне дух бунтарства.
q0288  16:42.2-16:43.2  О, отлично, Джаред.
q0289  16:43.5-16:45.3  Фу, что за зеленая хуйня на тебе?
q0290  16:45.6-16:48.1  Встань сюда, как будто ты с нами не с самого начала.
q0291  16:48.6-16:51.4  И, возможно, не останешься с нами до самого конца.
q0292  16:51.5-16:52.3  Так, Ричард.
q0293  16:52.8-16:54.4  Вот сюда, герой дня.
q0294  16:54.6-16:56.6  Так, сделаем пару общих.
q0295  16:56.6-17:00.2  А потом только нас с Ричардом.
q0296  17:00.3-17:05.0  Потому что в итоге все хотят знать только членов Совета Директоров.
q0297  17:05.7-17:11.8  Но вообще-то ты не будешь в Совете Директоров.
q0298  17:12.2-17:12.5  Что?
q0299  17:14.9-17:19.9  У меня третий год пятилетнего контракта, а у Мэтта сколько тебе? Три года осталось?
q0300  17:20.1-17:20.4  Да.
q0301  17:20.6-17:25.5  Нас всех взяли в хули, а когда мы оказались не у дел, нас оставили неприкаянными.
q0302  17:26.5-17:29.5  Гэвин верит в японскую модель менеджмента,
q0303  17:29.5-17:33.0  где остаться не у дел — худшая форма наказания.
q0304  17:35.7-17:37.5  Ну, так-то и правда не по себе.
q0305  17:37.9-17:39.9  Не, неделю через две сам привыкнешь.
q0306  17:40.5-17:42.2  Ну, а зачем вы сюда ходите?
q0307  17:42.5-17:44.0  Солдат спит, служба идет.
q0308  17:44.6-17:50.2  А, чтобы получить полный соцпакет, нужно дождаться окончания контракта.
q0309  17:50.7-17:51.2  Дошло.
q0310  17:51.6-17:54.3  Долго думал. Добро пожаловать в компанию.
q0311  17:54.6-17:55.1  Обед?
q0312  17:55.5-17:57.6  У Арбина Эль Камина. Я веду.
q0313  17:57.9-17:59.5  Не, давай пешком, так дольше.
q0314  17:60.0-18:01.3  Надо с чем-то себя занять, да?
q0315  18:01.8-18:04.4  Я был пьян, а ты этим воспользовался.
q0316  18:04.8-18:06.7  Надо ж, и правда спорят.
q0317  18:07.2-18:11.0  А вчера, как там было с девушками?
q0318  18:12.2-18:14.5  После всего, от чего я ради тебя отказался?
q0319  18:14.7-18:15.9  От чего же ты отказался?
q0320  18:16.0-18:19.7  Я владел 10% проги Динеша, 10% проги Гилфейла,
q0321  18:19.9-18:21.5  куча потенциальных денежных потоков.
q0322  18:21.5-18:26.5  Я уж не говорю, что 100% твоей команды нанял я для своих нужд.
q0323  18:27.1-18:28.4  И что я за это получил?
q0324  18:28.5-18:29.0  Как что?
q0325  18:29.4-18:31.3  10% бегового дудочника.
q0326  18:31.5-18:33.6  А мог бы получить, раз уж на чистоту.
q0327  18:33.9-18:35.4  1 миллион долларов.
q0328  18:36.1-18:39.0  Я поддерживал тебя, Ричард, сделал на тебя ставку.
q0329  18:39.1-18:42.8  А сейчас ты берешь слова назад и гонишь меня из совета директоров?
q0330  18:42.9-18:44.9  Да я этого вообще не помню.
q0331  18:45.1-18:45.8  Да что ты.
q0332  18:46.0-18:48.3  А ты помнишь, что это за мудозвон у меня на ролике?
q0333  18:49.3-18:50.4  Ты сам предложил.
q0334  18:51.5-18:53.0  Да убери ты его.
q0335  18:53.6-18:54.4  Ча, где ты тут?
q0336  18:56.2-18:57.3  Твою ж мать.
q0337  18:57.6-18:58.5  Я видел ролик.
q0338  18:58.7-18:59.8  Не та бабка, погоди.
q0339  19:00.1-19:01.0  А знаешь, хуй с ним!
q0340  19:01.4-19:04.2  То, что ты предлагаешь сначала одно, а потом другое,
q0341  19:04.4-19:08.5  это прекрасный пример, что нет у тебя ни видения, ни яиц, ни азарта.
q0342  19:09.1-19:10.3  Может, он и отсосал.
q0343  19:10.8-19:12.4  От любви до ненависти.
q0344  19:13.1-19:13.8  Один шаг.
q0345  19:14.4-19:17.0  Если ты так собираешься управлять компанией, пожалуйста.
q0346  19:17.5-19:18.5  Бог тебе в помощь.
q0347  19:18.5-19:19.8  А я умываю руки.
q0348  19:19.8-19:21.7  Ты что делаешь?
q0349  19:21.8-19:23.5  Ты кому-то со всей душой!
q0350  19:23.6-19:24.2  Дай помогу.
q0351  19:24.2-19:26.4  Не трожь! Я сам справлюсь!
q0352  19:27.2-19:27.6  Ну ладно.
q0353  19:31.0-19:32.6  Я всё же надену!
q0354  19:33.1-19:34.0  Да ё-моё!
q0355  19:36.3-19:38.0  Так, прочитай ещё раз.
q0356  19:38.2-19:41.9  Задача бегого дудочника — распространить алгоритм сжатия на различные...
q0357  19:41.9-19:45.2  Главное правило этого дома — не злоупотреблять спиртом и веществами.
q0358  19:45.5-19:47.6  Бухать и валяться тут запрещено.
q0359  19:48.0-19:51.1  Стоило получше донести эту мысль до некоторых нынешних жильцов.
q0360  19:51.3-19:52.0  Вроде этого.
q0361  19:52.2-19:55.9  Не обращай внимания, он скоро свалит, как только обосрется со своей конторой.
q0362  19:56.2-19:59.6  Надеюсь, Юрген, ты привнесешь в наш дом чуточку позитива.
q0363  20:00.1-20:01.5  Давай покажу тебе комнату.
q0364  20:01.7-20:03.1  Там его шмотки еще остались.
q0365  20:03.1-20:05.4  Но, как я сказал, это ненадолго.
q0366  20:05.9-20:08.5  Как только обосрется со своей конторой.
q0367  20:09.8-20:11.4  Ничего, сделай вдох.
q0368  20:11.9-20:13.0  Я в порядке, нормально.
q0369  20:13.3-20:16.2  Давай еще раз, прочитай мне все сначала.
q0370  20:16.2-20:17.6  Задача бегового дудочника.
q0371  20:17.7-20:20.0  Всем привет. Не против? Дверь была не заперта.
q0372  20:21.1-20:22.5  Привет, Башка. Чем занимаешься?
q0373  20:22.7-20:23.9  Честно? Ничем.
q0374  20:24.5-20:28.7  С утра до вечера протираю штаны. Не работаю. Как-то странно даже.
q0375  20:30.2-20:30.9  Да уж.
q0376  20:34.0-20:36.1  А как у вас, делишки?
q0377  20:36.6-20:40.3  Мы сейчас... Мы готовимся к встрече с Питером Грегори.
q0378  20:40.5-20:43.2  И у нас... У нас полно работы, так что...
q0379  20:44.2-20:44.9  Круто.
q0380  20:45.5-20:46.6  Очень круто.
q0381  20:49.4-20:51.5  А знаешь, Ричард, что самое смешное?
q0382  20:51.7-20:55.3  Возьми ты 10 миллионов, ты бы сейчас пинал балду с кучей денег,
q0383  20:55.6-20:57.0  а я пахал бы как волк.
q0384  20:57.2-21:01.0  Но ты же не взял, и теперь мне нечего делать за крутую зарплату,
q0385  21:01.0-21:03.1  а ты рвешь жопу.
q0386  21:04.9-21:06.1  Забавная штука жизнь.
q0387  21:08.4-21:12.4  Может, сходим в кафешку, перекусим, потом мяч погоняем?
q0388  21:29.8-21:30.4  Странно.
q0389  21:34.4-21:35.0  Готов?
q0390  21:35.8-21:37.0  Ты помнишь, что надо сказать?
q0391  21:37.2-21:38.0  Не хочешь повторить?
q0392  21:38.2-21:39.5  Нет, нет, я помню.
q0393  21:39.7-21:40.6  В пизду, Эрлиха.
q0394  21:40.6-21:43.0  Я отказался от 10 миллионов ради этого.
q0395  21:44.1-21:45.1  Хочешь моё видение?
q0396  21:45.3-21:46.8  Получай это ебучее видение.
q0397  21:46.8-21:48.9  Мне нравится в тебе этот гнев.
q0398  21:50.5-21:54.0  Если рядом кто-то гневается, я чувствую себя в своей тарелке.
q0399  21:56.0-21:58.6  О, чёрт, по-моему, что-то в зубах застряло.
q0400  21:58.9-22:00.7  Пойду в туалет, посмотрю. Я быстро.
q0401  22:16.8-22:20.7  Ричард, это Джаред. Ты как там?
q0402  22:30.3-22:31.2  Эй, друг.
q0403  22:32.5-22:35.0  Ты что тут делаешь?
q0404  22:35.4-22:37.2  Мне показалось что-то в зубах.
q0405  22:37.7-22:40.9  Но когда я наклонился, посмотрел в зеркало вот так,
q0406  22:41.2-22:44.4  штаны прижались к раковине, и на них попала вода.
q0407  22:44.4-22:47.9  Да, получилось мокрое пятно, как будто я обоссался, как маленький ребёнок.
q0408  22:47.9-22:52.1  Я поэтому снял штаны, положил сюда и намочил их целиком.
q0409  22:52.4-22:54.1  Я решил, что так никто не заметит.
q0410  22:54.5-22:57.4  Так будет лучше. У меня всё под контролем. Я всё уладил, всё путём.
q0411  22:57.7-23:02.3  Да, ты решил, что так будет лучше. Я правильно понял?
q0412  23:02.6-23:02.9  Да.
q0413  23:03.6-23:10.5  Но, Ричард, мне кажется, это не самый лучший выход для встречи.
q0414  23:10.5-23:11.2  Да.
q0415  23:11.2-23:12.2  Да...
q0416  23:12.2-23:13.2  Ёбушки...
q0417  23:14.1-23:15.4  Да что за хуйню я творю?
q0418  23:16.1-23:17.2  Я не могу так пойти навстречу.
q0419  23:19.2-23:20.6  Джаред, у меня нет видения.
q0420  23:20.8-23:21.5  Нет, есть.
q0421  23:23.1-23:24.4  Я в тебя верю.
q0422  23:24.6-23:28.0  Нет, нет, в прямом смысле. Перед глазами звёздочки и кружочки.
q0423  23:28.1-23:29.1  Я ничего не вижу.
q0424  23:29.4-23:31.2  Так, так, давай наденем штаны.
q0425  23:31.8-23:33.2  Ричард, Джаред, вы тут?
q0426  23:37.9-23:40.4  Погода разгулялась, и Питер хочет начать.
q0427  23:40.4-23:41.4  Вы готовы?
q0428  23:41.7-23:43.9  Да, конечно. Одна нога здесь, другая там.
q0429  23:44.0-23:44.4  Хорошо.
q0430  23:46.2-23:48.3  Жаред, я на ковре в туалете.
q0431  23:48.9-23:54.3  Да, я знаю, это не лучший способ подбодрить при панической атаке.
q0432  23:55.0-23:56.4  Но нам надо поспешить.
q0433  23:57.7-23:58.2  Ну как?
q0434  23:58.5-23:59.6  Да, так лучше.
q0435  24:00.0-24:01.2  Нет, хуже.
q0436  24:03.2-24:05.7  Ричард, выслушай, если уверен, что поступаешь правильно.
