q0001  00:00.0-00:30.0  Девушки отдыхают
q0390  18:30.0-18:31.2  Да, в полном.
q0391  18:31.6-18:32.4  Так и знал.
q0392  18:33.3-18:34.2  Ты не сможешь.
q0393  18:35.7-18:36.4  Лучше.
q0394  18:36.8-18:37.5  Заткнись.
q0395  18:38.3-18:39.0  Заткнись.
q0396  18:39.3-18:42.5  Почему каждый раз, как мне светит секс с тёлкой,
q0397  18:43.9-18:45.9  каким-то образом всплывает он?
q0398  18:45.9-18:49.2  Наконец-то мы одни. Парни, выпивка с меня.
q0399  18:49.5-18:51.6  Привет, Джаред. Парни, держите.
q0400  18:52.7-18:53.8  Запегава дудочника.
q0401  18:54.4-18:56.5  Запегава дудочника. Будем.
q0402  18:57.9-18:59.4  Да, напухайся.
q0403  19:00.9-19:02.7  Но так от тебя не сбежать.
q0404  19:03.3-19:05.8  Моника, можно тебя на минутку?
q0405  19:06.2-19:06.6  Да.
q0406  19:07.7-19:09.4  Нет, Шерри, давай сейчас.
q0407  19:09.6-19:10.3  О, чёрт.
q0408  19:10.7-19:12.8  Так, слушай, нам нужно поговорить.
q0409  19:12.8-19:15.5  Ты всем рассказываешь, что я помешался. Это неправда.
q0410  19:15.5-19:17.2  Ричард, просто сделай шаг назад.
q0411  19:17.3-19:18.8  Нет, нет, нет, дай закончить.
q0412  19:19.0-19:21.9  Так, думаешь, я вывел твою фотку в зале на экран?
q0413  19:22.2-19:27.3  Да, но это потому, что я показывал её друзьям, чтобы доказать, что я не помешался.
q0414  19:27.4-19:28.9  Ричард, мне надо идти.
q0415  19:29.0-19:31.2  Нет, нет, я не помешался на тебе, Шерри.
q0416  19:34.0-19:35.8  Я... не помешался.
q0417  19:36.8-19:40.2  Тот Ричард, про которого я рассказывала, совсем на мне свихнулся.
q0418  19:40.6-19:41.9  Да, тот помешанный.
q0419  19:42.1-19:44.4  Ты это делаешь с самого нашего приезда на конференцию.
q0420  19:44.4-19:45.2  У каких лифтов?
q0421  19:45.2-19:49.0  Ты правда хочешь встать между мной и Ричардом Хендриксом?
q0422  19:49.4-19:50.2  Мы партнеры.
q0423  19:50.6-19:51.1  Ясно?
q0424  19:51.6-19:55.2  Я каждую секунду последних двух месяцев посвятил ему.
q0425  19:55.7-19:56.1  Ясно?
q0426  19:56.4-19:59.9  Я предан ему и тем ценностям, что мы с ним творим.
q0427  20:00.2-20:01.5  Я его партнер.
q0428  20:01.7-20:03.2  Я могу отличить, когда он блюет...
q0429  20:03.2-20:03.6  Что?
q0430  20:03.9-20:04.5  От нервов.
q0431  20:04.5-20:04.8  Нет.
q0432  20:04.9-20:05.8  А когда он блюет...
q0433  20:05.8-20:07.2  Неважно, Кейт, все в порядке.
q0434  20:07.2-20:07.3  ...отравления.
q0435  20:07.6-20:11.8  Или он блюет от кинзы, которую он любит, но не может есть, потому что от нее...
q0436  20:11.8-20:14.2  Я понятия не имела о твоих чувствах.
q0437  20:14.2-20:15.8  Прости, пожалуйста.
q0438  20:16.4-20:19.0  Я на ней помешался.
q0439  20:19.1-20:21.8  Ричард, можно тебя на секунду?
q0440  20:24.5-20:25.3  Можно.
q0441  20:29.5-20:32.8  Я приношу извинения, я наговорила лишнего.
q0442  20:33.6-20:35.0  Есть такое дело.
q0443  20:35.6-20:37.0  Он мне всё объяснил.
q0444  20:37.3-20:38.1  Джаред, правда?
q0445  20:38.6-20:39.9  Да, он же твой партнёр, да?
q0446  20:40.6-20:43.4  Да, верно. И не единственный.
q0447  20:43.4-20:45.0  развелось партнеров.
q0448  20:45.7-20:47.4  Как я могла этого не замечать?
q0449  20:48.2-20:50.2  Естественно, ты на мне не помешан.
q0450  20:50.9-20:53.2  Ричард, это не мое дело, но...
q0451  20:53.2-20:55.4  береги себя, ладно?
q0452  20:56.9-20:57.5  Ладно.
